date,campaign,campaign_type,impressions,clicks,conversions,spend,revenue,channel,bid_strategy,roas
2025-02-03,MS_Search_Brand_US_v1,Search - Brand,11206,206,27.0,185.91,843.93,Microsoft Ads,MaxClicks,4.539454574794255
2025-02-04,MS_Search_Brand_US_v1,Search - Brand,9064,293,31.0,207.28,788.87,Microsoft Ads,TargetCPA,3.80581821690467
2025-02-05,MS_Search_Brand_US_v1,Search - Brand,7198,322,43.0,229.24,748.74,Microsoft Ads,MaxConv,3.2661839120572327
2025-02-06,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,TargetCPA,
2025-02-07,MS_Search_Brand_US_v1,Search - Brand,5448,249,21.0,196.3,801.4,Microsoft Ads,MaxClicks,4.0825267447784
2025-02-08,MS_Search_Brand_US_v1,Search - Brand,9572,391,35.0,231.14,856.4,Microsoft Ads,TargetCPA,3.7051137838539416
2025-02-09,MS_Search_Brand_US_v1,Search - Brand,27102,314,29.0,183.36,763.06,Microsoft Ads,MaxClicks,4.161540139616055
2025-02-10,MS_Search_Brand_US_v1,Search - Brand,6385,228,31.0,203.85,848.9,Microsoft Ads,MaxConv,4.164336521952416
2025-02-11,MS_Search_Brand_US_v1,Search - Brand,12969,186,21.0,200.04,979.55,Microsoft Ads,TargetCPA,4.896770645870826
2025-02-12,MS_Search_Brand_US_v1,Search - Brand,15238,268,27.0,179.65,855.42,Microsoft Ads,TargetCPA,4.761591984414138
2025-02-13,MS_Search_Brand_US_v1,Search - Brand,6483,194,16.0,207.51,721.48,Microsoft Ads,TargetCPA,3.476844489422197
2025-02-14,MS_Search_Brand_US_v1,Search - Brand,19091,313,37.0,193.85,858.75,Microsoft Ads,MaxConv,4.429971627547072
2025-02-15,MS_Search_Brand_US_v1,Search - Brand,7676,225,16.0,236.04,928.35,Microsoft Ads,MaxConv,3.933019827147941
2025-02-16,MS_Search_Brand_US_v1,Search - Brand,6945,340,31.0,192.49,796.25,Microsoft Ads,TargetCPA,4.136578523559665
2025-02-17,MS_Search_Brand_US_v1,Search - Brand,5935,207,17.0,235.37,751.6,Microsoft Ads,TargetCPA,3.193270170370056
2025-02-18,MS_Search_Brand_US_v1,Search - Brand,6224,238,28.0,200.0,980.49,Microsoft Ads,TargetCPA,4.90245
2025-02-19,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxClicks,
2025-02-20,MS_Search_Brand_US_v1,Search - Brand,8113,205,26.0,227.2,852.64,Microsoft Ads,MaxClicks,3.7528169014084507
2025-02-21,MS_Search_Brand_US_v1,Search - Brand,17551,367,43.0,192.94,991.95,Microsoft Ads,MaxClicks,5.1412356172903495
2025-02-22,MS_Search_Brand_US_v1,Search - Brand,8967,410,52.0,230.72,835.07,Microsoft Ads,MaxConv,3.6194088072122055
2025-02-23,MS_Search_Brand_US_v1,Search - Brand,6347,243,31.0,188.16,956.53,Microsoft Ads,TargetCPA,5.08359906462585
2025-02-24,MS_Search_Brand_US_v1,Search - Brand,4311,180,14.0,169.76,951.35,Microsoft Ads,MaxClicks,5.604088124410934
2025-02-25,MS_Search_Brand_US_v1,Search - Brand,17342,334,27.0,231.98,999.83,Microsoft Ads,TargetCPA,4.309983619277524
2025-02-26,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxConv,
2025-02-27,MS_Search_Brand_US_v1,Search - Brand,14627,413,57.0,209.71,900.35,Microsoft Ads,MaxClicks,4.293309808783558
2025-02-28,MS_Search_Brand_US_v1,Search - Brand,5542,232,28.0,239.32,666.77,Microsoft Ads,TargetCPA,2.78610228982116
2025-03-01,MS_Search_Brand_US_v1,Search - Brand,6007,226,29.0,220.84,1119.96,Microsoft Ads,MaxConv,5.071363883354465
2025-03-02,MS_Search_Brand_US_v1,Search - Brand,9034,294,25.0,168.11,840.82,Microsoft Ads,MaxConv,5.001606091249776
2025-03-03,MS_Search_Brand_US_v1,Search - Brand,6731,157,20.0,172.12,857.06,Microsoft Ads,MaxClicks,4.979432953753195
2025-03-04,MS_Search_Brand_US_v1,Search - Brand,11189,202,23.0,231.92,1042.35,Microsoft Ads,MaxConv,4.494437737150742
2025-03-05,MS_Search_Brand_US_v1,Search - Brand,7547,226,21.0,166.87,817.7,Microsoft Ads,MaxConv,4.900221729490022
2025-03-06,MS_Search_Brand_US_v1,Search - Brand,6969,252,35.0,200.41,853.3,Microsoft Ads,MaxClicks,4.2577715682850155
2025-03-07,MS_Search_Brand_US_v1,Search - Brand,10028,300,33.0,195.18,903.66,Microsoft Ads,TargetCPA,4.629880110667076
2025-03-08,MS_Search_Brand_US_v1,Search - Brand,2818,138,9.0,161.54,805.15,Microsoft Ads,MaxConv,4.98421443605299
2025-03-09,MS_Search_Brand_US_v1,Search - Brand,7349,242,23.0,212.52,916.26,Microsoft Ads,TargetCPA,4.311405985319029
2025-03-10,MS_Search_Brand_US_v1,Search - Brand,5416,244,32.0,172.16,839.24,Microsoft Ads,TargetCPA,4.874767657992566
2025-03-11,MS_Search_Brand_US_v1,Search - Brand,9320,436,34.0,226.51,984.34,Microsoft Ads,TargetCPA,4.345680102423734
2025-03-12,MS_Search_Brand_US_v1,Search - Brand,12230,242,31.0,226.91,1063.79,Microsoft Ads,MaxClicks,4.688158300647834
2025-03-13,MS_Search_Brand_US_v1,Search - Brand,4767,209,29.0,196.97,1011.91,Microsoft Ads,MaxConv,5.1373813271056505
2025-03-14,MS_Search_Brand_US_v1,Search - Brand,8519,268,31.0,164.42,796.2,Microsoft Ads,MaxClicks,4.842476584357135
2025-03-15,MS_Search_Brand_US_v1,Search - Brand,8506,307,24.0,224.42,1078.73,Microsoft Ads,TargetCPA,4.806746279297745
2025-03-16,MS_Search_Brand_US_v1,Search - Brand,13113,211,17.0,216.71,910.65,Microsoft Ads,MaxConv,4.202159568086382
2025-03-17,MS_Search_Brand_US_v1,Search - Brand,22430,282,20.0,165.59,890.35,Microsoft Ads,TargetCPA,5.376834349900356
2025-03-18,MS_Search_Brand_US_v1,Search - Brand,6979,165,20.0,189.35,857.15,Microsoft Ads,TargetCPA,4.526802218114603
2025-03-19,MS_Search_Brand_US_v1,Search - Brand,4121,191,26.0,172.35,700.01,Microsoft Ads,MaxClicks,4.061560777487671
2025-03-20,MS_Search_Brand_US_v1,Search - Brand,6277,208,22.0,205.09,1059.6,Microsoft Ads,MaxClicks,5.166512262908967
2025-03-21,MS_Search_Brand_US_v1,Search - Brand,15026,350,40.0,178.07,1181.7,Microsoft Ads,MaxConv,6.636154321334307
2025-03-22,MS_Search_Brand_US_v1,Search - Brand,6647,329,28.0,212.51,801.54,Microsoft Ads,MaxConv,3.7717754458613713
2025-03-23,MS_Search_Brand_US_v1,Search - Brand,12393,316,39.0,209.23,1120.81,Microsoft Ads,TargetCPA,5.356832194236008
2025-03-24,MS_Search_Brand_US_v1,Search - Brand,15775,196,17.0,184.09,919.84,Microsoft Ads,TargetCPA,4.9966864033896465
2025-03-25,MS_Search_Brand_US_v1,Search - Brand,28780,348,35.0,188.72,900.48,Microsoft Ads,TargetCPA,4.771513353115727
2025-03-26,MS_Search_Brand_US_v1,Search - Brand,7298,201,25.0,221.45,1211.24,Microsoft Ads,MaxClicks,5.469586814179273
2025-03-27,MS_Search_Brand_US_v1,Search - Brand,5088,214,25.0,212.09,1149.66,Microsoft Ads,MaxConv,5.420623320288557
2025-03-28,MS_Search_Brand_US_v1,Search - Brand,11458,252,25.0,225.41,1052.19,Microsoft Ads,MaxClicks,4.6678940597134115
2025-03-29,MS_Search_Brand_US_v1,Search - Brand,3355,159,18.0,186.7,1053.29,Microsoft Ads,MaxClicks,5.641617568291377
2025-03-30,MS_Search_Brand_US_v1,Search - Brand,6050,170,18.0,190.97,971.35,Microsoft Ads,TargetCPA,5.086401005393517
2025-03-31,MS_Search_Brand_US_v1,Search - Brand,8813,323,44.0,205.46,946.41,Microsoft Ads,TargetCPA,4.606298062883286
2025-04-01,MS_Search_Brand_US_v1,Search - Brand,11588,417,54.0,228.43,1113.25,Microsoft Ads,TargetCPA,4.87348421836011
2025-04-02,MS_Search_Brand_US_v1,Search - Brand,3972,161,20.0,182.63,838.33,Microsoft Ads,MaxClicks,4.590319224661885
2025-04-03,MS_Search_Brand_US_v1,Search - Brand,5939,214,18.0,193.18,1138.59,Microsoft Ads,TargetCPA,5.893933119370534
2025-04-04,MS_Search_Brand_US_v1,Search - Brand,14522,201,22.0,219.6,1052.12,Microsoft Ads,MaxClicks,4.791074681238615
2025-04-05,MS_Search_Brand_US_v1,Search - Brand,8138,222,30.0,224.76,1084.79,Microsoft Ads,MaxClicks,4.826437088449902
2025-04-06,MS_Search_Brand_US_v1,Search - Brand,9949,340,24.0,196.78,1185.16,Microsoft Ads,MaxClicks,6.022766541315175
2025-04-07,MS_Search_Brand_US_v1,Search - Brand,5288,146,18.0,173.4,1029.23,Microsoft Ads,MaxConv,5.93558246828143
2025-04-08,MS_Search_Brand_US_v1,Search - Brand,5135,238,18.0,200.92,1119.85,Microsoft Ads,MaxClicks,5.573611387616962
2025-04-09,MS_Search_Brand_US_v1,Search - Brand,23740,247,22.0,217.06,947.55,Microsoft Ads,TargetCPA,4.365382843453423
2025-04-10,MS_Search_Brand_US_v1,Search - Brand,4887,209,17.0,209.2,1094.6,Microsoft Ads,TargetCPA,5.232313575525812
2025-04-11,MS_Search_Brand_US_v1,Search - Brand,8452,299,24.0,184.76,1045.92,Microsoft Ads,MaxConv,5.660965576964712
2025-04-12,MS_Search_Brand_US_v1,Search - Brand,8399,394,52.0,225.52,938.44,Microsoft Ads,TargetCPA,4.16122738559773
2025-04-13,MS_Search_Brand_US_v1,Search - Brand,5071,154,21.0,182.48,1332.79,Microsoft Ads,TargetCPA,7.303759316089435
2025-04-14,MS_Search_Brand_US_v1,Search - Brand,4358,211,22.0,167.36,1030.08,Microsoft Ads,TargetCPA,6.154875717017207
2025-04-15,MS_Search_Brand_US_v1,Search - Brand,6411,151,19.0,180.99,1131.49,Microsoft Ads,MaxConv,6.251671363058732
2025-04-16,MS_Search_Brand_US_v1,Search - Brand,3573,178,12.0,182.23,1048.53,Microsoft Ads,MaxClicks,5.753882456236624
2025-04-17,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxConv,
2025-04-18,MS_Search_Brand_US_v1,Search - Brand,3939,190,25.0,179.31,957.35,Microsoft Ads,MaxConv,5.339077575149183
2025-04-19,MS_Search_Brand_US_v1,Search - Brand,8172,172,24.0,160.82,867.25,Microsoft Ads,TargetCPA,5.392675040417859
2025-04-20,MS_Search_Brand_US_v1,Search - Brand,9501,343,43.0,182.15,1138.66,Microsoft Ads,TargetCPA,6.251221520724678
2025-04-21,MS_Search_Brand_US_v1,Search - Brand,10026,383,50.0,227.3,1118.03,Microsoft Ads,MaxConv,4.918741750989881
2025-04-22,MS_Search_Brand_US_v1,Search - Brand,5544,252,34.0,173.46,1242.49,Microsoft Ads,MaxClicks,7.162977055228871
2025-04-23,MS_Search_Brand_US_v1,Search - Brand,8935,306,28.0,187.71,1239.89,Microsoft Ads,MaxConv,6.605348676149379
2025-04-24,MS_Search_Brand_US_v1,Search - Brand,5112,198,26.0,230.19,1034.04,Microsoft Ads,MaxClicks,4.492115209175029
2025-04-25,MS_Search_Brand_US_v1,Search - Brand,6598,176,22.0,182.3,1033.06,Microsoft Ads,TargetCPA,5.666812945693911
2025-04-26,MS_Search_Brand_US_v1,Search - Brand,6397,241,25.0,201.87,990.8,Microsoft Ads,MaxConv,4.9081091791747165
2025-04-27,MS_Search_Brand_US_v1,Search - Brand,5132,224,23.0,220.04,1042.04,Microsoft Ads,MaxClicks,4.735684421014361
2025-04-28,MS_Search_Brand_US_v1,Search - Brand,6412,209,20.0,171.72,1089.37,Microsoft Ads,MaxConv,6.343873747961798
2025-04-29,MS_Search_Brand_US_v1,Search - Brand,7392,242,22.0,214.73,1048.71,Microsoft Ads,MaxConv,4.8838541424114
2025-04-30,MS_Search_Brand_US_v1,Search - Brand,5455,241,33.0,176.01,983.59,Microsoft Ads,TargetCPA,5.588262030566446
2025-05-01,MS_Search_Brand_US_v1,Search - Brand,11442,355,47.0,227.02,1066.11,Microsoft Ads,MaxClicks,4.696106069949783
2025-05-02,MS_Search_Brand_US_v1,Search - Brand,6676,312,27.0,239.0,1179.8,Microsoft Ads,MaxClicks,4.936401673640167
2025-05-03,MS_Search_Brand_US_v1,Search - Brand,11270,319,24.0,189.66,1260.73,Microsoft Ads,MaxClicks,6.647316250131815
2025-05-04,MS_Search_Brand_US_v1,Search - Brand,7759,229,22.0,166.69,937.52,Microsoft Ads,MaxClicks,5.624332593436919
2025-05-05,MS_Search_Brand_US_v1,Search - Brand,4814,177,23.0,174.83,1288.75,Microsoft Ads,MaxClicks,7.371446548075273
2025-05-06,MS_Search_Brand_US_v1,Search - Brand,9622,166,21.0,169.69,1049.65,Microsoft Ads,TargetCPA,6.185691555188875
2025-05-07,MS_Search_Brand_US_v1,Search - Brand,5981,210,17.0,177.88,740.78,Microsoft Ads,MaxConv,4.1644929165729705
2025-05-08,MS_Search_Brand_US_v1,Search - Brand,31504,430,51.0,224.64,1063.08,Microsoft Ads,TargetCPA,4.732371794871795
2025-05-09,MS_Search_Brand_US_v1,Search - Brand,9595,203,28.0,237.35,1287.98,Microsoft Ads,MaxConv,5.4265009479671376
2025-05-10,MS_Search_Brand_US_v1,Search - Brand,13258,318,42.0,198.63,1350.3,Microsoft Ads,MaxClicks,6.798066757287419
2025-05-11,MS_Search_Brand_US_v1,Search - Brand,8092,177,15.0,167.0,1272.65,Microsoft Ads,TargetCPA,7.620658682634731
2025-05-12,MS_Search_Brand_US_v1,Search - Brand,5358,199,26.0,238.08,1216.97,Microsoft Ads,MaxConv,5.111601142473118
2025-05-13,MS_Search_Brand_US_v1,Search - Brand,6646,274,24.0,235.46,1105.84,Microsoft Ads,MaxConv,4.696508961182366
2025-05-14,MS_Search_Brand_US_v1,Search - Brand,5548,256,27.0,219.41,1625.73,Microsoft Ads,MaxConv,7.409552891846316
2025-05-15,MS_Search_Brand_US_v1,Search - Brand,7349,302,39.0,233.56,1216.07,Microsoft Ads,MaxClicks,5.206670662784723
2025-05-16,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,TargetCPA,
2025-05-17,MS_Search_Brand_US_v1,Search - Brand,15313,259,24.0,205.25,1302.11,Microsoft Ads,MaxConv,6.344019488428745
2025-05-18,MS_Search_Brand_US_v1,Search - Brand,15757,337,31.0,234.74,1107.4,Microsoft Ads,MaxClicks,4.717559853454887
2025-05-19,MS_Search_Brand_US_v1,Search - Brand,12599,283,35.0,173.03,1507.16,Microsoft Ads,TargetCPA,8.710397040975554
2025-05-20,MS_Search_Brand_US_v1,Search - Brand,6979,211,19.0,233.44,1015.04,Microsoft Ads,MaxConv,4.348183687457162
2025-05-21,MS_Search_Brand_US_v1,Search - Brand,9157,171,18.0,189.79,1388.78,Microsoft Ads,MaxClicks,7.317456135728964
2025-05-22,MS_Search_Brand_US_v1,Search - Brand,6475,313,43.0,239.17,1364.78,Microsoft Ads,MaxConv,5.706317681983527
2025-05-23,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxClicks,
2025-05-24,MS_Search_Brand_US_v1,Search - Brand,13784,230,20.0,216.87,1172.83,Microsoft Ads,TargetCPA,5.407986351270345
2025-05-25,MS_Search_Brand_US_v1,Search - Brand,18622,307,22.0,234.23,1128.36,Microsoft Ads,MaxConv,4.817316313025659
2025-05-26,MS_Search_Brand_US_v1,Search - Brand,4033,187,24.0,190.42,1107.24,Microsoft Ads,MaxClicks,5.814725343976473
2025-05-27,MS_Search_Brand_US_v1,Search - Brand,21501,220,20.0,208.34,1030.46,Microsoft Ads,MaxClicks,4.946049726408755
2025-05-28,MS_Search_Brand_US_v1,Search - Brand,11099,183,24.0,206.0,1195.12,Microsoft Ads,MaxClicks,5.801553398058252
2025-05-29,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,TargetCPA,
2025-05-30,MS_Search_Brand_US_v1,Search - Brand,6417,241,29.0,189.87,1166.56,Microsoft Ads,MaxClicks,6.14399325854532
2025-05-31,MS_Search_Brand_US_v1,Search - Brand,12405,204,24.0,201.38,1229.56,Microsoft Ads,MaxConv,6.105670870990168
2025-06-01,MS_Search_Brand_US_v1,Search - Brand,21066,317,33.0,236.05,1277.07,Microsoft Ads,TargetCPA,5.41016733742851
2025-06-02,MS_Search_Brand_US_v1,Search - Brand,14379,362,46.0,207.49,893.62,Microsoft Ads,MaxConv,4.306809966745385
2025-06-03,MS_Search_Brand_US_v1,Search - Brand,4399,185,13.0,179.71,1429.58,Microsoft Ads,MaxClicks,7.954927383005954
2025-06-04,MS_Search_Brand_US_v1,Search - Brand,12819,212,15.0,220.03,1211.38,Microsoft Ads,MaxClicks,5.505521974276236
2025-06-05,MS_Search_Brand_US_v1,Search - Brand,3935,184,23.0,209.51,1047.38,Microsoft Ads,MaxConv,4.999188582883873
2025-06-06,MS_Search_Brand_US_v1,Search - Brand,6307,207,25.0,197.28,,Microsoft Ads,MaxConv,
2025-06-07,MS_Search_Brand_US_v1,Search - Brand,20333,319,41.0,198.46,1164.12,Microsoft Ads,TargetCPA,5.865766401289932
2025-06-08,MS_Search_Brand_US_v1,Search - Brand,9618,242,27.0,194.82,1029.83,Microsoft Ads,MaxClicks,5.286058926188276
2025-06-09,MS_Search_Brand_US_v1,Search - Brand,8018,194,20.0,223.99,1392.53,Microsoft Ads,TargetCPA,6.216929327202107
2025-06-10,MS_Search_Brand_US_v1,Search - Brand,15432,361,44.0,194.7,1141.99,Microsoft Ads,MaxClicks,5.865382639958912
2025-06-11,MS_Search_Brand_US_v1,Search - Brand,11640,210,24.0,223.55,1205.91,Microsoft Ads,MaxConv,5.394363677029747
2025-06-12,MS_Search_Brand_US_v1,Search - Brand,6602,223,19.0,195.82,1032.24,Microsoft Ads,TargetCPA,5.271371667858237
2025-06-13,MS_Search_Brand_US_v1,Search - Brand,11567,245,32.0,181.74,1081.89,Microsoft Ads,MaxClicks,5.9529547705513375
2025-06-14,MS_Search_Brand_US_v1,Search - Brand,13641,188,19.0,208.36,1097.49,Microsoft Ads,MaxConv,5.267277788443079
2025-06-15,MS_Search_Brand_US_v1,Search - Brand,11257,341,38.0,189.08,1253.9,Microsoft Ads,TargetCPA,6.63158451449122
2025-06-16,MS_Search_Brand_US_v1,Search - Brand,13988,216,16.0,184.79,1161.38,Microsoft Ads,TargetCPA,6.284863899561666
2025-06-17,MS_Search_Brand_US_v1,Search - Brand,20221,358,25.0,192.77,1076.23,Microsoft Ads,TargetCPA,5.582974529231727
2025-06-18,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxConv,
2025-06-19,MS_Search_Brand_US_v1,Search - Brand,12473,298,30.0,221.81,1264.44,Microsoft Ads,TargetCPA,5.700554528650647
2025-06-20,MS_Search_Brand_US_v1,Search - Brand,18294,273,37.0,161.89,1030.06,Microsoft Ads,MaxClicks,6.36271542405337
2025-06-21,MS_Search_Brand_US_v1,Search - Brand,5870,184,20.0,187.72,1098.87,Microsoft Ads,MaxConv,5.853771574685702
2025-06-22,MS_Search_Brand_US_v1,Search - Brand,7818,305,22.0,228.47,1215.87,Microsoft Ads,TargetCPA,5.321792795553026
2025-06-23,MS_Search_Brand_US_v1,Search - Brand,4209,170,11.0,189.89,1219.75,Microsoft Ads,MaxConv,6.423455684870189
2025-06-24,MS_Search_Brand_US_v1,Search - Brand,4130,178,18.0,194.82,1293.23,Microsoft Ads,MaxClicks,6.638076172877528
2025-06-25,MS_Search_Brand_US_v1,Search - Brand,8003,267,21.0,203.56,1508.32,Microsoft Ads,TargetCPA,7.409707211632933
2025-06-26,MS_Search_Brand_US_v1,Search - Brand,7537,331,37.0,203.54,939.54,Microsoft Ads,MaxConv,4.615996855654908
2025-06-27,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxConv,
2025-06-28,MS_Search_Brand_US_v1,Search - Brand,0,0,0.0,0.0,0.0,Microsoft Ads,MaxClicks,
2025-06-29,MS_Search_Brand_US_v1,Search - Brand,10463,180,16.0,190.88,951.1,Microsoft Ads,MaxClicks,4.982711651299246
2025-06-30,MS_Search_Brand_US_v1,Search - Brand,17031,374,44.0,191.07,1292.98,Microsoft Ads,MaxConv,6.767048725597949
2025-07-01,MS_Search_Brand_US_v1,Search - Brand,7084,305,25.0,212.5,1301.42,Microsoft Ads,TargetCPA,6.124329411764706
2025-07-02,MS_Search_Brand_US_v1,Search - Brand,8225,295,30.0,219.13,950.28,Microsoft Ads,TargetCPA,4.336603842467941
2025-07-03,MS_Search_Brand_US_v1,Search - Brand,9722,287,29.0,225.16,851.15,Microsoft Ads,MaxConv,3.780200746136081
2025-07-04,MS_Search_Brand_US_v1,Search - Brand,20373,256,19.0,203.36,1118.14,Microsoft Ads,MaxClicks,5.498328088119591
2025-07-05,MS_Search_Brand_US_v1,Search - Brand,21326,291,35.0,238.22,1432.25,Microsoft Ads,TargetCPA,6.012299555033163
2025-07-06,MS_Search_Brand_US_v1,Search - Brand,11873,178,16.0,208.6,,Microsoft Ads,TargetCPA,
2025-07-07,MS_Search_Brand_US_v1,Search - Brand,5860,204,25.0,210.44,1098.3,Microsoft Ads,MaxClicks,5.219064816574796
2025-07-08,MS_Search_Brand_US_v1,Search - Brand,13561,248,25.0,176.6,1053.39,Microsoft Ads,MaxClicks,5.964835787089468
2025-07-09,MS_Search_Brand_US_v1,Search - Brand,14366,257,19.0,186.69,1080.16,Microsoft Ads,MaxClicks,5.785848197546736
2025-07-10,MS_Search_Brand_US_v1,Search - Brand,4562,197,17.0,223.54,1205.96,Microsoft Ads,MaxConv,5.394828666010557
2025-07-11,MS_Search_Brand_US_v1,Search - Brand,18519,430,57.0,232.39,1031.16,Microsoft Ads,MaxConv,4.437196092775077
2025-07-12,MS_Search_Brand_US_v1,Search - Brand,3300,152,19.0,161.1,1009.17,Microsoft Ads,MaxConv,6.264245810055866
2025-07-13,MS_Search_Brand_US_v1,Search - Brand,9437,231,28.0,199.79,1000.24,Microsoft Ads,MaxClicks,5.0064567796186
2025-07-14,MS_Search_Brand_US_v1,Search - Brand,7277,321,34.0,235.3,1152.02,Microsoft Ads,MaxConv,4.895962600934976
2025-07-15,MS_Search_Brand_US_v1,Search - Brand,6970,168,12.0,168.27,1080.82,Microsoft Ads,MaxClicks,6.423129494265169
2025-07-16,MS_Search_Brand_US_v1,Search - Brand,10920,271,23.0,180.14,1042.74,Microsoft Ads,MaxConv,5.78849783501721
2025-07-17,MS_Search_Brand_US_v1,Search - Brand,5687,195,26.0,177.12,990.57,Microsoft Ads,MaxConv,5.592649051490515
2025-07-18,MS_Search_Brand_US_v1,Search - Brand,7038,243,22.0,220.56,1097.69,Microsoft Ads,TargetCPA,4.976831701124411
